original_file,start,duration,word,file,stem,lem,split
3374384485_751f719be4_2.wav,1.79,0.13,THEIR,THEIR_1_79_3374384485_751f719be4_2.wav,their,THEIR,validation
3117562746_62f57a02b5_1.wav,3.16,0.14,THEIR,THEIR_3_16_3117562746_62f57a02b5_1.wav,their,THEIR,validation
3029472296_d429b1586c_1.wav,3.21,0.19,THEIR,THEIR_3_21_3029472296_d429b1586c_1.wav,their,THEIR,validation
138718600_f430ebca17_4.wav,2.28,0.13,THEIR,THEIR_2_28_138718600_f430ebca17_4.wav,their,THEIR,validation
3108732084_565b423162_3.wav,5.82,0.27,THEM,THEM_5_82_3108732084_565b423162_3.wav,them,THEM,validation
3433982387_3fa993cf5a_4.wav,4.95,0.3,THEM,THEM_4_95_3433982387_3fa993cf5a_4.wav,them,THEM,validation
2450453051_f1d4a78ab4_3.wav,4.67,0.4,THEM,THEM_4_67_2450453051_f1d4a78ab4_3.wav,them,THEM,validation
3107558821_f3b205d4ed_4.wav,3.1,0.32,THEM,THEM_3_1_3107558821_f3b205d4ed_4.wav,them,THEM,validation
256439287_990ac4a761_1.wav,6.06,0.26,THEM,THEM_6_06_256439287_990ac4a761_1.wav,them,THEM,validation
2714699748_c9270dd5aa_2.wav,2.82,0.57,TOGETHER,TOGETHER_2_82_2714699748_c9270dd5aa_2.wav,togeth,TOGETHER,validation
3121521593_18f0ec14f7_4.wav,1.94,0.33,TOGETHER,TOGETHER_1_94_3121521593_18f0ec14f7_4.wav,togeth,TOGETHER,validation
3139160252_75109e9e05_2.wav,1.51,0.44,TOGETHER,TOGETHER_1_51_3139160252_75109e9e05_2.wav,togeth,TOGETHER,validation
3509575615_653cbf01fc_3.wav,1.76,0.46,TOGETHER,TOGETHER_1_76_3509575615_653cbf01fc_3.wav,togeth,TOGETHER,validation
3502563726_30d1ce29c8_4.wav,2.69,0.58,TOGETHER,TOGETHER_2_69_3502563726_30d1ce29c8_4.wav,togeth,TOGETHER,validation
2920516901_23d8571419_4.wav,3.44,0.47,TRACK,TRACK_3_44_2920516901_23d8571419_4.wav,track,TRACK,validation
3551447084_becc6a4666_4.wav,3.31,0.51,TRACK,TRACK_3_31_3551447084_becc6a4666_4.wav,track,TRACK,validation
3596459539_a47aa80612_4.wav,3.38,0.46,TRACK,TRACK_3_38_3596459539_a47aa80612_4.wav,track,TRACK,validation
3437147889_4cf26dd525_0.wav,3.04,0.61,TRACK,TRACK_3_04_3437147889_4cf26dd525_0.wav,track,TRACK,validation
2737609659_efce872c24_0.wav,4.63,0.56,TRACK,TRACK_4_63_2737609659_efce872c24_0.wav,track,TRACK,validation
719837187_3e7bf1d472_0.wav,3.94,0.42,TRY,TRY_3_94_719837187_3e7bf1d472_0.wav,tri,TRY,validation
1454678644_7e5a371301_1.wav,3.43,0.36,TRIES,TRIES_3_43_1454678644_7e5a371301_1.wav,tri,TRIES,validation
535529555_583d89b7f2_4.wav,1.79,0.27,TRY,TRY_1_79_535529555_583d89b7f2_4.wav,tri,TRY,validation
3067500667_0fce8f28d4_2.wav,2.32,0.25,TRYING,TRYING_2_32_3067500667_0fce8f28d4_2.wav,tri,TRYING,validation
3485816074_363cab4bff_3.wav,9.54,0.41,TRIES,TRIES_9_54_3485816074_363cab4bff_3.wav,tri,TRIES,validation
1773928579_5664a810dc_2.wav,1.53,0.38,TRICK,TRICK_1_53_1773928579_5664a810dc_2.wav,trick,TRICK,validation
3325974730_3ee192e4ff_2.wav,2.68,0.6,TRICK,TRICK_2_68_3325974730_3ee192e4ff_2.wav,trick,TRICK,validation
3313620862_0c65c645f5_3.wav,3.09,0.35,TRICK,TRICK_3_09_3313620862_0c65c645f5_3.wav,trick,TRICK,validation
3373243733_9aba7740ed_0.wav,2.54,0.37,TRICKS,TRICKS_2_54_3373243733_9aba7740ed_0.wav,trick,TRICKS,validation
3040575300_0e4328d205_4.wav,1.99,0.41,TRICKS,TRICKS_1_99_3040575300_0e4328d205_4.wav,trick,TRICKS,validation
3426964258_67a0cee201_3.wav,1.61,0.37,WAVING,WAVING_1_61_3426964258_67a0cee201_3.wav,wave,WAVING,validation
2978409165_acc4f29a40_4.wav,4.11,0.75,WAVES,WAVES_4_11_2978409165_acc4f29a40_4.wav,wave,WAVES,validation
3600403707_527aa0596e_1.wav,1.08,0.4,WAVES,WAVES_1_08_3600403707_527aa0596e_1.wav,wave,WAVES,validation
3211316116_a2462e327d_3.wav,2.6,0.46,WAVE,WAVE_2_6_3211316116_a2462e327d_3.wav,wave,WAVE,validation
2747436384_9470c56cb9_4.wav,2.65,0.32,WAVE,WAVE_2_65_2747436384_9470c56cb9_4.wav,wave,WAVE,validation
3604314527_5077cd9d43_3.wav,1.08,0.33,WET,WET_1_08_3604314527_5077cd9d43_3.wav,wet,WET,validation
1026685415_0431cbf574_4.wav,0.67,0.36,WET,WET_0_67_1026685415_0431cbf574_4.wav,wet,WET,validation
3767841911_6678052eb6_1.wav,3.01,0.29,WET,WET_3_01_3767841911_6678052eb6_1.wav,wet,WET,validation
2913818905_8e4d9aa82a_2.wav,1.98,0.35,WET,WET_1_98_2913818905_8e4d9aa82a_2.wav,wet,WET,validation
3363750526_efcedc47a9_2.wav,1.87,0.25,WET,WET_1_87_3363750526_efcedc47a9_2.wav,wet,WET,validation
3255620561_7644747791_2.wav,1.24,0.35,WOODED,WOODED_1_24_3255620561_7644747791_2.wav,wood,WOODED,validation
2046222127_a6f300e202_2.wav,4.46,0.53,WOOD,WOOD_4_46_2046222127_a6f300e202_2.wav,wood,WOOD,validation
1248357227_2b4175fc39_2.wav,2.19,0.51,WOODED,WOODED_2_19_1248357227_2b4175fc39_2.wav,wood,WOODED,validation
3280672302_2967177653_2.wav,7.89,0.54,WOODS,WOODS_7_89_3280672302_2967177653_2.wav,wood,WOODS,validation
2079554580_f18d5c181b_0.wav,2.97,0.31,WOODED,WOODED_2_97_2079554580_f18d5c181b_0.wav,wood,WOODED,validation
297169473_d3974e0275_1.wav,2.76,0.5,WRESTLE,WRESTLE_2_76_297169473_d3974e0275_1.wav,wrestl,WRESTLE,validation
3035785330_2fd5e32bb1_1.wav,2.18,0.61,WRESTLE,WRESTLE_2_18_3035785330_2fd5e32bb1_1.wav,wrestl,WRESTLE,validation
2106772874_381824648b_0.wav,2.53,0.44,WRESTLING,WRESTLING_2_53_2106772874_381824648b_0.wav,wrestl,WRESTLING,validation
439492931_a96d590e40_3.wav,1.73,0.32,WRESTLE,WRESTLE_1_73_439492931_a96d590e40_3.wav,wrestl,WRESTLE,validation
386160015_d4b31df68e_3.wav,1.73,0.78,WRESTLING,WRESTLING_1_73_386160015_d4b31df68e_3.wav,wrestl,WRESTLING,validation
